i256615582:/sankt-peterburg/kvartiry/1-k_kvartira_32_m_69_et._256615582:32:21000:Ул. Кржижановского 3/3:1510684496205
i1088024827:/sankt-peterburg/kvartiry/1-k_kvartira_33_m_39_et._1088024827:33:21000:Искровский пр-кт, 20:1510684496205
i500265292:/sankt-peterburg/kvartiry/1-k_kvartira_32_m_25_et._500265292:32:20000:ул. Дыбенко 36/3:1510684496205
i1051779056:/sankt-peterburg/kvartiry/1-k_kvartira_41_m_2325_et._1051779056:41:20000:Кудрово, Берёзовая роща:1510684496205
i1061670326:/sankt-peterburg/kvartiry/1-k_kvartira_38_m_1010_et._1061670326:38:18000:Иискровский проспект 4к1:1510684496205
i1109335630:/sankt-peterburg/kvartiry/1-k_kvartira_35_m_1316_et._1109335630:35:19000:Солидарности пр-кт, 21к3:1510684496205
i1215211854:/sankt-peterburg/kvartiry/1-k_kvartira_35_m_1316_et._1215211854:35:20000:ул Коллонтай, 5/1:1510684496205
i996201272:/sankt-peterburg/kvartiry/1-k_kvartira_39_m_922_et._996201272:39:20000:Большевиков пр-кт д. 30к.2:1510684496205
i135856447:/sankt-peterburg/kvartiry/1-k_kvartira_56_m_1818_et._135856447:56:27000:пр. Болльшевиков 47:1510684496205
i1187471418:/sankt-peterburg/kvartiry/1-k_kvartira_39_m_714_et._1187471418:39:20000:улица Дыбенко:1510684496205
i968290006:/sankt-peterburg/kvartiry/1-k_kvartira_39_m_512_et._968290006:39:25000:ул Коллонтай, 21Ак1:1510684496205
i1071902910:/sankt-peterburg/kvartiry/1-k_kvartira_42_m_716_et._1071902910:42:28000:ул Бадаева, 8к3:1510684496205
i1104218655:/sankt-peterburg/kvartiry/1-k_kvartira_46.2_m_817_et._1104218655:46.2:30000:ул Бадаева, 14к1:1510684496205
i1016476445:/sankt-peterburg/kvartiry/1-k_kvartira_37.6_m_316_et._1016476445:37.6:20000:Союзный проспект 10 строение 1:1510684496205
i1201363166:/sankt-peterburg/kvartiry/1-k_kvartira_40_m_625_et._1201363166:40:25000:ул Крыленко, 1:1510684496205
i627468343:/sankt-peterburg/kvartiry/1-k_kvartira_36_m_1025_et._627468343:36:27000:ул. Подвойского, д. 26 к 3:1510684496205
i1193097156:/sankt-peterburg/kvartiry/1-k_kvartira_33_m_1216_et._1193097156:33:25000:Проспект Солидарности:1510684496205
