i256615582:/sankt-peterburg/kvartiry/1-k_kvartira_32_m_69_et._256615582:32:21000:Ул. Кржижановского 3/3:1510684496205
i629277289:/sankt-peterburg/kvartiry/1-k_kvartira_40_m_313_et._629277289:40:25500:Коллонтай, д. 17, корп. 2:1510684496205
i1166010464:/sankt-peterburg/kvartiry/1-k_kvartira_37_m_523_et._1166010464:37:27000:ул Подвойского, 8:1510684496205
i981310714:/sankt-peterburg/kvartiry/1-k_kvartira_40_m_512_et._981310714:40:20000:ул Ленская 3. к2:1510684496205
i1129611479:/sankt-peterburg/kvartiry/1-k_kvartira_45_m_412_et._1129611479:45:20000:Товарищеский 32/2:1510684496205
i1097822771:/sankt-peterburg/kvartiry/1-k_kvartira_46_m_316_et._1097822771:46:20000:Союзный пр-кт, д.10:1510684496205
i508571575:/sankt-peterburg/kvartiry/1-k_kvartira_35_m_1115_et._508571575:35:20000:пр. Союзный, д. 4:1510684496205
i549077899:/sankt-peterburg/kvartiry/1-k_kvartira_29.2_m_39_et._549077899:29.2:22000:Товарищеский проспект 16 к1:1510684496205
i1136928675:/sankt-peterburg/kvartiry/1-k_kvartira_36_m_610_et._1136928675:36:24000:ул Шотмана, 18к2:1510684496205
i946892185:/sankt-peterburg/kvartiry/1-k_kvartira_39.2_m_29_et._946892185:39.2:20000:Товарищеский пр-кт, 2:1510684496205
i1111543961:/sankt-peterburg/kvartiry/1-k_kvartira_30_m_89_et._1111543961:30:17000:Солидарности пр-кт, 23к1:1510684496205
i857942685:/sankt-peterburg/kvartiry/1-k_kvartira_30_m_29_et._857942685:30:19000:ул Хасанская, 22к1:1510684496205
i1190659404:/sankt-peterburg/kvartiry/1-k_kvartira_35_m_715_et._1190659404:35:21000:ул Шотмана 11:1510684496205
i786862685:/sankt-peterburg/kvartiry/1-k_kvartira_42_m_1315_et._786862685:42:24000:улица Союзный пр-кт, 8к1:1510684496205
i1102251922:/sankt-peterburg/kvartiry/1-k_kvartira_35_m_1225_et._1102251922:35:20000:ул Крыленко:1510684496205
i1024064318:/sankt-peterburg/kvartiry/1-k_kvartira_40_m_916_et._1024064318:40:22000:ул Латышских Стрелков:1510684496205
i882706468:/sankt-peterburg/kvartiry/1-k_kvartira_29_m_69_et._882706468:29:19000:ул Шотмана, 12к1:1510684496205
i1191069434:/sankt-peterburg/kvartiry/1-k_kvartira_30_m_89_et._1191069434:30:20000:ул Евдокима Огнева, 8к1:1510684496205
i857929177:/sankt-peterburg/kvartiry/1-k_kvartira_29_m_29_et._857929177:29:19000:ул Подвойского, 14К1:1510684496205
i1181617624:/sankt-peterburg/kvartiry/1-k_kvartira_30_m_69_et._1181617624:30:20000:Искровский пр-кт:1510684496205
i1039501448:/sankt-peterburg/kvartiry/1-k_kvartira_24_m_39_et._1039501448:24:19000:ул Подвойского д 28 к1:1510684496205
i844164441:/sankt-peterburg/kvartiry/1-k_kvartira_29_m_79_et._844164441:29:22000:Россия, Санкт-Петербург, улица Подвойского, 28к1:1510684496205
i1203462842:/sankt-peterburg/kvartiry/1-k_kvartira_33_m_1012_et._1203462842:33:22000:ул Коллонтай, 4к1:1510684496205
i1145449814:/sankt-peterburg/kvartiry/1-k_kvartira_36.4_m_1925_et._1145449814:36.4:23000:ул Белышева, 5/6:1510684496205
i976159946:/sankt-peterburg/kvartiry/1-k_kvartira_38.4_m_1524_et._976159946:38.4:22000:ул Крыленко, д1, корп3:1510684496205
i284192961:/sankt-peterburg/kvartiry/1-k_kvartira_43_m_715_et._284192961:43:26000:ул. Народная д.68, к.1:1510684496205
i1207042684:/sankt-peterburg/kvartiry/1-k_kvartira_42_m_610_et._1207042684:42:23000:пр.Большевиков д. 43, к.1:1510684496205
i850209083:/sankt-peterburg/kvartiry/1-k_kvartira_34_m_1025_et._850209083:34:23000:ул Белышева, 5/6:1510684496205
i970416895:/sankt-peterburg/kvartiry/1-k_kvartira_40_m_210_et._970416895:40:23000:193231,Спб,Пр.Большевиков,дом4:1510684496205
i1078070459:/sankt-peterburg/kvartiry/1-k_kvartira_36_m_416_et._1078070459:36:22000:пр. Большевиков д. 1:1510684496205
i179999716:/sankt-peterburg/kvartiry/1-k_kvartira_37_m_1717_et._179999716:37:25000:ул Коллонтай, 5/1:1510684496205
i1035141166:/sankt-peterburg/kvartiry/1-k_kvartira_42_m_717_et._1035141166:42:19000:ул Тельмана, 30к2:1510684496205
i607612947:/sankt-peterburg/kvartiry/1-k_kvartira_30_m_35_et._607612947:30:22000:Антоново-овсиенко 23 корп 2:1510684496205
i1118618830:/sankt-peterburg/kvartiry/1-k_kvartira_30_m_29_et._1118618830:30:20000:пр. Большевиков д. 19:1510684496205
i1063055353:/sankt-peterburg/kvartiry/1-k_kvartira_44_m_514_et._1063055353:44:24000:ул. Коллонтай д 15 к2:1510684496205
i1165679305:/sankt-peterburg/kvartiry/1-k_kvartira_44_m_1925_et._1165679305:44:22000:ул Крыленко, 1:1510684496205
i594067261:/sankt-peterburg/kvartiry/1-k_kvartira_38_m_725_et._594067261:38:23000:ул.Колонтай, д.5:1510684496205
i1198360405:/sankt-peterburg/kvartiry/1-k_kvartira_35.5_m_114_et._1198360405:35.5:20000:ул.Дыбенко:1510684496205
i1121238132:/sankt-peterburg/kvartiry/1-k_kvartira_40_m_1325_et._1121238132:40:24000:ул Белышева, 5/6:1510684496205
i988434076:/sankt-peterburg/kvartiry/1-k_kvartira_40_m_1217_et._988434076:40:19000:ул Тельмана, 41к1:1510684496205
i1042001928:/sankt-peterburg/kvartiry/1-k_kvartira_46_m_214_et._1042001928:46:23000:ул Крыленко, 1А:1510684496205
i1008987390:/sankt-peterburg/kvartiry/1-k_kvartira_43_m_610_et._1008987390:43:21000:ул Чудновского дом 19:1510684496205
i925103043:/sankt-peterburg/kvartiry/1-k_kvartira_42_m_516_et._925103043:42:18980:Россия, Санкт-Петербург, проспект Большевиков, 32А:1510684496205
i1127391738:/sankt-peterburg/kvartiry/1-k_kvartira_40_m_824_et._1127391738:40:29000:улица Латышских Стрелков, 1:1510684496205
i1137088032:/sankt-peterburg/kvartiry/1-k_kvartira_37_m_1116_et._1137088032:37:25000:Союзный пр-кт 10:1510684496205
