г. Санкт-Петербург, тер. Фарфоровский пост, д. 4, лит. А	1959
г. Санкт-Петербург, тер. Фарфоровский пост, д. 34, лит. А	1933
г. Санкт-Петербург, тер. Фарфоровский пост, д. 40, лит. А	1933
г. Санкт-Петербург, тер. Фарфоровский пост, д. 46, лит. А	1911
г. Санкт-Петербург, тер. Фарфоровский пост, д. 48, лит. А	1911
г. Санкт-Петербург, тер. Фарфоровский пост, д. 52, лит. А	1911
г. Санкт-Петербург, тер. Фарфоровский пост, д. 54, лит. А	1910
г. Санкт-Петербург, тер. Фарфоровский пост, д. 64, лит. А	1910
г. Санкт-Петербург, тер. Фарфоровский пост, д. 66, лит. А	1929
г. Санкт-Петербург, тер. Фарфоровский пост, д. 68, лит. А	1931
г. Санкт-Петербург, тер. Фарфоровский пост, д. 70, лит. А	1931
г. Санкт-Петербург, тер. Фарфоровский пост, д. 72, лит. А	1931
г. Санкт-Петербург, тер. Фарфоровский пост, д. 74, лит. А	1929
г. Санкт-Петербург, тер. Фарфоровский пост, д. 76, лит. А	1959
г. Санкт-Петербург, тер. Фарфоровский пост, д. 78, лит. А	1956
г. Санкт-Петербург, тер. Фарфоровский пост, д. 84, лит. А	1932
г. Санкт-Петербург, ш. Южное, д. 64, лит. А	1960
г. Санкт-Петербург, ш. Южное, д. 76, лит. А	1954
г. Санкт-Петербург, ул. Ярослава Гашека, д. 26, к. 1, лит. А	1984
г. Санкт-Петербург, ул. Ярослава Гашека, д. 30/5, лит. А	1982
г. Санкт-Петербург, ул. Профессора Попова, д. 44, лит. Б	Не заполнено
п. Стрельна, ул. Попова, д. 4	1958
п. Стрельна, ул. Попова, д. 8	1960
п. Стрельна, ул. Попова, д. 9	1959
г. Санкт-Петербург, ул. Заречная (Горелово), д. 2	1955
г. Санкт-Петербург, ул. Заречная (Горелово), д. 4	1955
г. Санкт-Петербург, ул. Заречная (Горелово), д. 10	1955
г. Санкт-Петербург, ул. Заречная (Горелово), д. 12	1955
г. Санкт-Петербург, ул. Заречная (Горелово), д. 14	1955
г. Санкт-Петербург, ул. Заречная (Горелово), д. 16	1955
г. Санкт-Петербург, ш. Красносельское (Горелово), д. 36	1968
г. Санкт-Петербург, ш. Красносельское (Горелово), д. 38	1968
г. Санкт-Петербург, ш. Красносельское (Горелово), д. 40	1968
г. Санкт-Петербург, ш. Красносельское (Горелово), д. 42	1968
г. Санкт-Петербург, ш. Красносельское (Горелово), д. 44	1971
г. Санкт-Петербург, ш. Красносельское (Горелово), д. 44, к. 3	1979
г. Санкт-Петербург, ш. Красносельское (Горелово), д. 46	1971
г. Санкт-Петербург, ш. Красносельское (Горелово), д. 46, к. 2	1976
г. Санкт-Петербург, ш. Красносельское (Горелово), д. 46, к. 3	1982
г. Санкт-Петербург, ш. Красносельское (Горелово), д. 46, к. 4	1982
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 1, к. 2	1975
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 1, к. 3	1981
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 2	1956
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 4	1956
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 5, к. 1	1956
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 5, к. 2	1973
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 6	1956
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 6/2	2004
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 7	1954
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 8	1951
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 9	1955
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 10	1954
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 10/2	2003
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 11, к. 1	1956
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 11, к. 2	1970
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 11, к. 3	1971
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 16	1985
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 17	1970
г. Санкт-Петербург, ул. Политрука Пасечника (Торики), д. 20	1985
г. Санкт-Петербург, б-р. Брестский, д. 9	1987
г. Санкт-Петербург, б-р. Брестский, д. 19/17	1980
г. Санкт-Петербург, пр-кт. Героев, д. 26, к. 3	2010
г. Санкт-Петербург, ул. Десантников, д. 12, к. 1	1990
г. Санкт-Петербург, ул. Десантников, д. 22	1984
г. Санкт-Петербург, ул. Десантников, д. 24, к. А	1980
г. Санкт-Петербург, ул. Десантников, д. 26	1979
г. Санкт-Петербург, ул. Десантников, д. 28, к. А	1978
г. Санкт-Петербург, ул. Десантников, д. 32, к. 3	1980
г. Санкт-Петербург, ул. Десантников, д. 34	1981
г. Санкт-Петербург, ул. Доблести, д. 17, к. 2	2009
г. Санкт-Петербург, ул. Доблести, д. 18, к. 1	1986
г. Санкт-Петербург, ул. Доблести, д. 20, к. 1	1986
г. Санкт-Петербург, ул. Доблести, д. 24, к. 1	1981
г. Санкт-Петербург, ул. Доблести, д. 26, к. 2	1982
г. Санкт-Петербург, ул. Доблести, д. 28, к. 2	1981
г. Санкт-Петербург, ул. Котина, д. 6, к. 1	1991
г. Санкт-Петербург, ул. Котина, д. 7, к. 1	1986
г. Санкт-Петербург, ул. Котина, д. 8, к. 1	1990
г. Санкт-Петербург, пр-кт. Кузнецова, д. 17	1985
г. Санкт-Петербург, пр-кт. Кузнецова, д. 20	1984
г. Санкт-Петербург, пр-кт. Кузнецова, д. 21	1985
г. Санкт-Петербург, пр-кт. Кузнецова, д. 23, к. 1	1981
г. Санкт-Петербург, пр-кт. Кузнецова, д. 25, к. 1	1981
г. Санкт-Петербург, пр-кт. Кузнецова, д. 26, к. 1	1982
г. Санкт-Петербург, пр-кт. Кузнецова, д. 32	1980
г. Санкт-Петербург, пр-кт. Ленинский, д. 55, к. 1	2011
